Origin QC8_210915 TT054_Conc2 TT056_Conc2 TT057_Conc2 TT059_Conc2 TT060_Conc2 TT062_Conc2 TT063_Conc2 TT064_Conc2 TT065_190326 TT066_Conc2 TT067_Conc2 TT068_Conc2 TT069_Conc2 TT070_Conc2 TT071_Conc2 TT072_Conc2 TT073_Conc2 TT074_190326 TT075_Conc2 TT076_190326 TT077_190326 TT078_Conc2 TT079_Conc2 TT080_Conc2 TT082_Conc2 TT083_Conc2 TT084_Conc2 TT085_Conc2 TT086_Conc2 TT087_Conc2 TT089_Conc2 TT090_Conc2 TT091_Conc2 TT092_Conc2 TT093_Conc2 TT094_Conc2 TT095_Conc2 TT096_Conc2 TT097_Conc2 TT098_Conc2 TT099_Conc2 TT100_Conc2 TT101_Conc2 TT102_Conc2 TT103_Conc2 TT104_Conc2 TT105_Conc2 TT106_Conc2 TT107_Conc2 TT108_Conc2 TT109_Conc2 TT110_Conc2 TT111_Conc3b TT112_Conc2 TT113_Conc2 TT114_Conc2 TT115_Conc2 TT116_Conc2 TT117_Conc2 TT118_Conc2 TT119_Conc2 TT121_Conc2 TT122_Conc2 TT123_Conc2 TT124_Conc3 TT125_Conc2 TT126_Conc3b TT127_Conc2 TT128_Conc2 TT129_Conc2 TT130_Conc2 TT131_Conc2 TT132_Conc2 TT133_Conc3b TT134_Conc2 TT135_Conc2 TT136_Conc2 TT137_Conc2 TT138_Conc2 TT139_Conc2 TT140_Conc2 TT141_Conc2 TT142_Conc2 TT144_Conc2 TT145_Conc2 TT146_190326 TT147_Conc2 TT148_Conc2 TT149_190326 TT150_Conc2 TT151_Conc2 TT152_Conc2 TT153_Conc2 TT154_Conc2 TT155_Conc2 TT156_Conc2 TT157_Conc3 TT158_Conc2 TT159_Conc2 TT160_190326 TT161_Conc3 TT162_Conc3 TT163_Conc3 TT164_Conc2 TT165_Conc2 TT168_Conc2 TT169_Conc2 TT170_Conc2 TT171_190326 TT172_190326 TT173_Conc3 TT174_190326 TT175_Conc3b TT176_Conc2 TT177_Conc2 TT178_Conc2 TT179_Conc2 TT180_Conc2 TT181_Conc2 TT182_Conc2 TT183_Conc2 TT184_Conc2 TT186_Conc2 TT189_190326 TT190_Conc2 Tta119_210915 Tta167_210915 Tta260_210915 Tta276_210915 Tta285_210915 Tta307_210915 Tta311_210915 Tta344_210915 Tta346_210915 Tta348_210915 Tta365_210915 Tta384_210915 Tta397_210915 Tta403_210915 Tta419_210915 Tta428_210915 TTa434_210915 Tta442_210915 Tta449_210915 Tta450_210915 Tta452_210915 Tta48_210915 TTa482_210916 TTa502_210916 Tta504_210915 TTa505_210916 Tta509_210915 Tta513_210915 Tta514_210915 TTa517_210916 TTa525_210916 TTa535_210916 TTa542_210916 TTa545_210916 TTa559_210916 TTa572_210916 TTa574_210916 TTa580_210916 TTa589_210916 TTa613_210916 Tta96_210915 TTb100_210916 TTb101_210915 TTb118_210915 TTb120_210915 TTb1_210916 TTb124_210916 TTb125_210915 TTb126_210915 TTb127_210915 TTb130_210915 TTb132_210916 TTb133_210916 TTb146_210915 TTb150_210916 TTb16_210915 TTb189_210915 TTb190_210916 TTb2_210916 TTb222_210915 TTb224_210915 TTb227_210915 TTb257_210915 TTb4_210915 TTb7_210915 TTb90_210916 TTb92_210915 TTb93_210915 TTb98_210916
TT163_Conc3 50.881 344.568 46.447 46.447 26.453 173.476 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 191.191 191.191 191.191 156.382 156.382 174.318 174.318 174.318 191.191 132.607 101.961 101.096 97.731 96.972 116.774 98.15 98.15 98.84 119.215 116.637 116.467 117.022 116.774 18.129 135.829 116.637 105.15 105.15 99 97.45 7.219 95.687 11.082 11.082 11.082 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 0 0 0 0 0 51.489 51.489 51.489 51.489 10.544 9.507 9.507 9.507 9.507 144.138 144.138 116.852 9.147 116.852 116.852 311.865 320.92 628.863 43.112 256.153 148.78 148.78 148.78 148.78 255.839 256 255.839 256 148.78 256 256 256 130.527 256 130.527 255.839 148.78 255.839 256 148.78 254.714 254.714 231.063 231.063 231.063 231.063 231.063 160.084 254.714 254.714 157.034 157.034 254.714 254.714 254.714 254.714 254.714 255.065 148.78 180.474 198.049 43.705 45.605 158.109 207.919 207.919 43.705 43.705 196.301 180.474 196.301 47.619 47.619 189.365 35.82 35.82 157.548 264.421 265.869 264.421 249.583 157.548 157.548 201.954 201.675 197.856 180.474
TT164_Conc2 50.881 344.568 46.447 46.447 26.453 173.476 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 191.191 191.191 191.191 156.382 156.382 174.318 174.318 174.318 191.191 132.607 101.961 101.096 97.731 96.972 116.774 98.15 98.15 98.84 119.215 116.637 116.467 117.022 116.774 18.129 135.829 116.637 105.15 105.15 99 97.45 7.219 95.687 11.082 11.082 11.082 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 0 0 0 0 0 51.489 51.489 51.489 51.489 10.544 9.507 9.507 9.507 9.507 144.138 144.138 116.852 9.147 116.852 116.852 311.865 320.92 628.863 43.112 256.153 148.78 148.78 148.78 148.78 255.839 256 255.839 256 148.78 256 256 256 130.527 256 130.527 255.839 148.78 255.839 256 148.78 254.714 254.714 231.063 231.063 231.063 231.063 231.063 160.084 254.714 254.714 157.034 157.034 254.714 254.714 254.714 254.714 254.714 255.065 148.78 180.474 198.049 43.705 45.605 158.109 207.919 207.919 43.705 43.705 196.301 180.474 196.301 47.619 47.619 189.365 35.82 35.82 157.548 264.421 265.869 264.421 249.583 157.548 157.548 201.954 201.675 197.856 180.474
TT165_Conc2 50.881 344.568 46.447 46.447 26.453 173.476 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 191.191 191.191 191.191 156.382 156.382 174.318 174.318 174.318 191.191 132.607 101.961 101.096 97.731 96.972 116.774 98.15 98.15 98.84 119.215 116.637 116.467 117.022 116.774 18.129 135.829 116.637 105.15 105.15 99 97.45 7.219 95.687 11.082 11.082 11.082 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 0 0 0 0 0 51.489 51.489 51.489 51.489 10.544 9.507 9.507 9.507 9.507 144.138 144.138 116.852 9.147 116.852 116.852 311.865 320.92 628.863 43.112 256.153 148.78 148.78 148.78 148.78 255.839 256 255.839 256 148.78 256 256 256 130.527 256 130.527 255.839 148.78 255.839 256 148.78 254.714 254.714 231.063 231.063 231.063 231.063 231.063 160.084 254.714 254.714 157.034 157.034 254.714 254.714 254.714 254.714 254.714 255.065 148.78 180.474 198.049 43.705 45.605 158.109 207.919 207.919 43.705 43.705 196.301 180.474 196.301 47.619 47.619 189.365 35.82 35.82 157.548 264.421 265.869 264.421 249.583 157.548 157.548 201.954 201.675 197.856 180.474
TT168_Conc2 50.881 344.568 46.447 46.447 26.453 173.476 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 191.191 191.191 191.191 156.382 156.382 174.318 174.318 174.318 191.191 132.607 101.961 101.096 97.731 96.972 116.774 98.15 98.15 98.84 119.215 116.637 116.467 117.022 116.774 18.129 135.829 116.637 105.15 105.15 99 97.45 7.219 95.687 11.082 11.082 11.082 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 0 0 0 0 0 51.489 51.489 51.489 51.489 10.544 9.507 9.507 9.507 9.507 144.138 144.138 116.852 9.147 116.852 116.852 311.865 320.92 628.863 43.112 256.153 148.78 148.78 148.78 148.78 255.839 256 255.839 256 148.78 256 256 256 130.527 256 130.527 255.839 148.78 255.839 256 148.78 254.714 254.714 231.063 231.063 231.063 231.063 231.063 160.084 254.714 254.714 157.034 157.034 254.714 254.714 254.714 254.714 254.714 255.065 148.78 180.474 198.049 43.705 45.605 158.109 207.919 207.919 43.705 43.705 196.301 180.474 196.301 47.619 47.619 189.365 35.82 35.82 157.548 264.421 265.869 264.421 249.583 157.548 157.548 201.954 201.675 197.856 180.474
TT169_Conc2 50.881 344.568 46.447 46.447 26.453 173.476 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 174.318 174.318 174.318 156.382 156.382 156.382 156.382 156.382 156.382 156.382 156.382 191.191 191.191 191.191 191.191 191.191 191.191 191.191 191.191 174.318 174.318 174.318 174.318 191.191 191.191 191.191 156.382 156.382 174.318 174.318 174.318 191.191 132.607 101.961 101.096 97.731 96.972 116.774 98.15 98.15 98.84 119.215 116.637 116.467 117.022 116.774 18.129 135.829 116.637 105.15 105.15 99 97.45 7.219 95.687 11.082 11.082 11.082 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 21.602 0 0 0 0 0 51.489 51.489 51.489 51.489 10.544 9.507 9.507 9.507 9.507 144.138 144.138 116.852 9.147 116.852 116.852 311.865 320.92 628.863 43.112 256.153 148.78 148.78 148.78 148.78 255.839 256 255.839 256 148.78 256 256 256 130.527 256 130.527 255.839 148.78 255.839 256 148.78 254.714 254.714 231.063 231.063 231.063 231.063 231.063 160.084 254.714 254.714 157.034 157.034 254.714 254.714 254.714 254.714 254.714 255.065 148.78 180.474 198.049 43.705 45.605 158.109 207.919 207.919 43.705 43.705 196.301 180.474 196.301 47.619 47.619 189.365 35.82 35.82 157.548 264.421 265.869 264.421 249.583 157.548 157.548 201.954 201.675 197.856 180.474
TT170_Conc2 100.843 394.529 96.409 96.409 76.414 223.438 224.279 224.279 224.279 224.279 224.279 224.279 224.279 206.344 206.344 206.344 206.344 206.344 206.344 206.344 206.344 241.153 241.153 241.153 241.153 241.153 241.153 241.153 224.279 224.279 224.279 224.279 224.279 224.279 224.279 206.344 206.344 206.344 206.344 206.344 206.344 206.344 206.344 241.153 241.153 241.153 241.153 241.153 241.153 241.153 241.153 224.279 224.279 224.279 224.279 241.153 241.153 241.153 206.344 206.344 224.279 224.279 224.279 241.153 94.48 63.834 62.969 59.604 58.845 78.647 60.023 60.023 60.713 81.088 78.51 78.34 78.895 78.647 68.234 97.703 78.51 67.023 67.023 60.873 59.323 57.284 57.56 62.57 62.57 62.57 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 51.489 51.489 51.489 51.489 51.489 0 0 0 0 62.033 45.354 45.354 45.354 45.354 106.011 106.011 78.725 51.561 78.725 78.725 361.826 370.882 678.825 93.074 306.115 198.742 198.742 198.742 198.742 305.801 305.962 305.801 305.962 198.742 305.962 305.962 305.962 180.489 305.962 180.489 305.801 198.742 305.801 305.962 198.742 304.676 304.676 281.025 281.025 281.025 281.025 281.025 210.046 304.676 304.676 206.996 206.996 304.676 304.676 304.676 304.676 304.676 305.026 198.742 230.436 248.011 93.667 95.567 208.07 257.881 257.881 93.667 93.667 246.263 230.436 246.263 97.581 97.581 239.327 85.782 85.782 207.509 314.383 315.831 314.383 299.545 207.509 207.509 251.915 251.637 247.817 230.436
TT171_190326 100.843 394.529 96.409 96.409 76.414 223.438 224.279 224.279 224.279 224.279 224.279 224.279 224.279 206.344 206.344 206.344 206.344 206.344 206.344 206.344 206.344 241.153 241.153 241.153 241.153 241.153 241.153 241.153 224.279 224.279 224.279 224.279 224.279 224.279 224.279 206.344 206.344 206.344 206.344 206.344 206.344 206.344 206.344 241.153 241.153 241.153 241.153 241.153 241.153 241.153 241.153 224.279 224.279 224.279 224.279 241.153 241.153 241.153 206.344 206.344 224.279 224.279 224.279 241.153 94.48 63.834 62.969 59.604 58.845 78.647 60.023 60.023 60.713 81.088 78.51 78.34 78.895 78.647 68.234 97.703 78.51 67.023 67.023 60.873 59.323 57.284 57.56 62.57 62.57 62.57 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 51.489 51.489 51.489 51.489 51.489 0 0 0 0 62.033 45.354 45.354 45.354 45.354 106.011 106.011 78.725 51.561 78.725 78.725 361.826 370.882 678.825 93.074 306.115 198.742 198.742 198.742 198.742 305.801 305.962 305.801 305.962 198.742 305.962 305.962 305.962 180.489 305.962 180.489 305.801 198.742 305.801 305.962 198.742 304.676 304.676 281.025 281.025 281.025 281.025 281.025 210.046 304.676 304.676 206.996 206.996 304.676 304.676 304.676 304.676 304.676 305.026 198.742 230.436 248.011 93.667 95.567 208.07 257.881 257.881 93.667 93.667 246.263 230.436 246.263 97.581 97.581 239.327 85.782 85.782 207.509 314.383 315.831 314.383 299.545 207.509 207.509 251.915 251.637 247.817 230.436
TT172_190326 100.843 394.529 96.409 96.409 76.414 223.438 224.279 224.279 224.279 224.279 224.279 224.279 224.279 206.344 206.344 206.344 206.344 206.344 206.344 206.344 206.344 241.153 241.153 241.153 241.153 241.153 241.153 241.153 224.279 224.279 224.279 224.279 224.279 224.279 224.279 206.344 206.344 206.344 206.344 206.344 206.344 206.344 206.344 241.153 241.153 241.153 241.153 241.153 241.153 241.153 241.153 224.279 224.279 224.279 224.279 241.153 241.153 241.153 206.344 206.344 224.279 224.279 224.279 241.153 94.48 63.834 62.969 59.604 58.845 78.647 60.023 60.023 60.713 81.088 78.51 78.34 78.895 78.647 68.234 97.703 78.51 67.023 67.023 60.873 59.323 57.284 57.56 62.57 62.57 62.57 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 51.489 51.489 51.489 51.489 51.489 0 0 0 0 62.033 45.354 45.354 45.354 45.354 106.011 106.011 78.725 51.561 78.725 78.725 361.826 370.882 678.825 93.074 306.115 198.742 198.742 198.742 198.742 305.801 305.962 305.801 305.962 198.742 305.962 305.962 305.962 180.489 305.962 180.489 305.801 198.742 305.801 305.962 198.742 304.676 304.676 281.025 281.025 281.025 281.025 281.025 210.046 304.676 304.676 206.996 206.996 304.676 304.676 304.676 304.676 304.676 305.026 198.742 230.436 248.011 93.667 95.567 208.07 257.881 257.881 93.667 93.667 246.263 230.436 246.263 97.581 97.581 239.327 85.782 85.782 207.509 314.383 315.831 314.383 299.545 207.509 207.509 251.915 251.637 247.817 230.436
TT173_Conc3 100.843 394.529 96.409 96.409 76.414 223.438 224.279 224.279 224.279 224.279 224.279 224.279 224.279 206.344 206.344 206.344 206.344 206.344 206.344 206.344 206.344 241.153 241.153 241.153 241.153 241.153 241.153 241.153 224.279 224.279 224.279 224.279 224.279 224.279 224.279 206.344 206.344 206.344 206.344 206.344 206.344 206.344 206.344 241.153 241.153 241.153 241.153 241.153 241.153 241.153 241.153 224.279 224.279 224.279 224.279 241.153 241.153 241.153 206.344 206.344 224.279 224.279 224.279 241.153 94.48 63.834 62.969 59.604 58.845 78.647 60.023 60.023 60.713 81.088 78.51 78.34 78.895 78.647 68.234 97.703 78.51 67.023 67.023 60.873 59.323 57.284 57.56 62.57 62.57 62.57 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 37.304 51.489 51.489 51.489 51.489 51.489 0 0 0 0 62.033 45.354 45.354 45.354 45.354 106.011 106.011 78.725 51.561 78.725 78.725 361.826 370.882 678.825 93.074 306.115 198.742 198.742 198.742 198.742 305.801 305.962 305.801 305.962 198.742 305.962 305.962 305.962 180.489 305.962 180.489 305.801 198.742 305.801 305.962 198.742 304.676 304.676 281.025 281.025 281.025 281.025 281.025 210.046 304.676 304.676 206.996 206.996 304.676 304.676 304.676 304.676 304.676 305.026 198.742 230.436 248.011 93.667 95.567 208.07 257.881 257.881 93.667 93.667 246.263 230.436 246.263 97.581 97.581 239.327 85.782 85.782 207.509 314.383 315.831 314.383 299.545 207.509 207.509 251.915 251.637 247.817 230.436
TT174_190326 56.983 350.67 52.549 52.549 32.555 179.578 180.42 180.42 180.42 180.42 180.42 180.42 180.42 162.484 162.484 162.484 162.484 162.484 162.484 162.484 162.484 197.293 197.293 197.293 197.293 197.293 197.293 197.293 180.42 180.42 180.42 180.42 180.42 180.42 180.42 162.484 162.484 162.484 162.484 162.484 162.484 162.484 162.484 197.293 197.293 197.293 197.293 197.293 197.293 197.293 197.293 180.42 180.42 180.42 180.42 197.293 197.293 197.293 162.484 162.484 180.42 180.42 180.42 197.293 143.097 112.451 111.586 108.222 107.462 127.264 108.64 108.64 109.33 129.705 127.127 126.957 127.513 127.264 8.436 146.32 127.127 115.64 115.64 109.491 107.94 13.322 106.178 0.803 0.803 0.803 32.146 32.146 32.146 32.146 32.146 32.146 32.146 32.146 32.146 32.146 32.146 32.146 32.146 32.146 10.544 10.544 10.544 10.544 10.544 62.033 62.033 62.033 62.033 0 20.051 20.051 20.051 20.051 154.629 154.629 127.342 16.166 127.342 127.342 317.967 327.022 634.965 49.214 262.255 154.883 154.883 154.883 154.883 261.942 262.102 261.942 262.102 154.883 262.102 262.102 262.102 136.63 262.102 136.63 261.942 154.883 261.942 262.102 154.883 260.817 260.817 237.165 237.165 237.165 237.165 237.165 166.186 260.817 260.817 163.137 163.137 260.817 260.817 260.817 260.817 260.817 261.167 154.883 186.577 204.151 49.807 51.708 164.211 214.021 214.021 49.807 49.807 202.403 186.577 202.403 53.722 53.722 195.467 41.922 41.922 163.65 270.524 271.972 270.524 255.685 163.65 163.65 208.056 207.778 203.958 186.577
TT175_Conc3b 60.388 354.075 55.954 55.954 35.96 182.983 183.825 183.825 183.825 183.825 183.825 183.825 183.825 165.889 165.889 165.889 165.889 165.889 165.889 165.889 165.889 200.698 200.698 200.698 200.698 200.698 200.698 200.698 183.825 183.825 183.825 183.825 183.825 183.825 183.825 165.889 165.889 165.889 165.889 165.889 165.889 165.889 165.889 200.698 200.698 200.698 200.698 200.698 200.698 200.698 200.698 183.825 183.825 183.825 183.825 200.698 200.698 200.698 165.889 165.889 183.825 183.825 183.825 200.698 126.014 95.368 94.502 91.138 90.378 110.18 91.556 91.556 92.246 112.621 110.043 109.873 110.429 110.18 27.364 129.236 110.043 98.557 98.557 92.407 90.856 16.502 89.094 20.589 20.589 20.589 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 9.507 9.507 9.507 9.507 9.507 45.354 45.354 45.354 45.354 20.051 0 0 0 0 137.545 137.545 110.259 12.145 110.259 110.259 321.372 330.427 638.37 52.619 265.66 158.288 158.288 158.288 158.288 265.346 265.507 265.346 265.507 158.288 265.507 265.507 265.507 140.034 265.507 140.034 265.346 158.288 265.346 265.507 158.288 264.221 264.221 240.57 240.57 240.57 240.57 240.57 169.591 264.221 264.221 166.542 166.542 264.221 264.221 264.221 264.221 264.221 264.572 158.288 189.981 207.556 53.212 55.112 167.616 217.426 217.426 53.212 53.212 205.808 189.981 205.808 57.126 57.126 198.872 45.327 45.327 167.055 273.928 275.377 273.928 259.09 167.055 167.055 211.461 211.182 207.363 189.981
TT176_Conc2 60.388 354.075 55.954 55.954 35.96 182.983 183.825 183.825 183.825 183.825 183.825 183.825 183.825 165.889 165.889 165.889 165.889 165.889 165.889 165.889 165.889 200.698 200.698 200.698 200.698 200.698 200.698 200.698 183.825 183.825 183.825 183.825 183.825 183.825 183.825 165.889 165.889 165.889 165.889 165.889 165.889 165.889 165.889 200.698 200.698 200.698 200.698 200.698 200.698 200.698 200.698 183.825 183.825 183.825 183.825 200.698 200.698 200.698 165.889 165.889 183.825 183.825 183.825 200.698 126.014 95.368 94.502 91.138 90.378 110.18 91.556 91.556 92.246 112.621 110.043 109.873 110.429 110.18 27.364 129.236 110.043 98.557 98.557 92.407 90.856 16.502 89.094 20.589 20.589 20.589 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 9.507 9.507 9.507 9.507 9.507 45.354 45.354 45.354 45.354 20.051 0 0 0 0 137.545 137.545 110.259 12.145 110.259 110.259 321.372 330.427 638.37 52.619 265.66 158.288 158.288 158.288 158.288 265.346 265.507 265.346 265.507 158.288 265.507 265.507 265.507 140.034 265.507 140.034 265.346 158.288 265.346 265.507 158.288 264.221 264.221 240.57 240.57 240.57 240.57 240.57 169.591 264.221 264.221 166.542 166.542 264.221 264.221 264.221 264.221 264.221 264.572 158.288 189.981 207.556 53.212 55.112 167.616 217.426 217.426 53.212 53.212 205.808 189.981 205.808 57.126 57.126 198.872 45.327 45.327 167.055 273.928 275.377 273.928 259.09 167.055 167.055 211.461 211.182 207.363 189.981
TT177_Conc2 60.388 354.075 55.954 55.954 35.96 182.983 183.825 183.825 183.825 183.825 183.825 183.825 183.825 165.889 165.889 165.889 165.889 165.889 165.889 165.889 165.889 200.698 200.698 200.698 200.698 200.698 200.698 200.698 183.825 183.825 183.825 183.825 183.825 183.825 183.825 165.889 165.889 165.889 165.889 165.889 165.889 165.889 165.889 200.698 200.698 200.698 200.698 200.698 200.698 200.698 200.698 183.825 183.825 183.825 183.825 200.698 200.698 200.698 165.889 165.889 183.825 183.825 183.825 200.698 126.014 95.368 94.502 91.138 90.378 110.18 91.556 91.556 92.246 112.621 110.043 109.873 110.429 110.18 27.364 129.236 110.043 98.557 98.557 92.407 90.856 16.502 89.094 20.589 20.589 20.589 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 9.507 9.507 9.507 9.507 9.507 45.354 45.354 45.354 45.354 20.051 0 0 0 0 137.545 137.545 110.259 12.145 110.259 110.259 321.372 330.427 638.37 52.619 265.66 158.288 158.288 158.288 158.288 265.346 265.507 265.346 265.507 158.288 265.507 265.507 265.507 140.034 265.507 140.034 265.346 158.288 265.346 265.507 158.288 264.221 264.221 240.57 240.57 240.57 240.57 240.57 169.591 264.221 264.221 166.542 166.542 264.221 264.221 264.221 264.221 264.221 264.572 158.288 189.981 207.556 53.212 55.112 167.616 217.426 217.426 53.212 53.212 205.808 189.981 205.808 57.126 57.126 198.872 45.327 45.327 167.055 273.928 275.377 273.928 259.09 167.055 167.055 211.461 211.182 207.363 189.981
TT178_Conc2 60.388 354.075 55.954 55.954 35.96 182.983 183.825 183.825 183.825 183.825 183.825 183.825 183.825 165.889 165.889 165.889 165.889 165.889 165.889 165.889 165.889 200.698 200.698 200.698 200.698 200.698 200.698 200.698 183.825 183.825 183.825 183.825 183.825 183.825 183.825 165.889 165.889 165.889 165.889 165.889 165.889 165.889 165.889 200.698 200.698 200.698 200.698 200.698 200.698 200.698 200.698 183.825 183.825 183.825 183.825 200.698 200.698 200.698 165.889 165.889 183.825 183.825 183.825 200.698 126.014 95.368 94.502 91.138 90.378 110.18 91.556 91.556 92.246 112.621 110.043 109.873 110.429 110.18 27.364 129.236 110.043 98.557 98.557 92.407 90.856 16.502 89.094 20.589 20.589 20.589 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 18.761 9.507 9.507 9.507 9.507 9.507 45.354 45.354 45.354 45.354 20.051 0 0 0 0 137.545 137.545 110.259 12.145 110.259 110.259 321.372 330.427 638.37 52.619 265.66 158.288 158.288 158.288 158.288 265.346 265.507 265.346 265.507 158.288 265.507 265.507 265.507 140.034 265.507 140.034 265.346 158.288 265.346 265.507 158.288 264.221 264.221 240.57 240.57 240.57 240.57 240.57 169.591 264.221 264.221 166.542 166.542 264.221 264.221 264.221 264.221 264.221 264.572 158.288 189.981 207.556 53.212 55.112 167.616 217.426 217.426 53.212 53.212 205.808 189.981 205.808 57.126 57.126 198.872 45.327 45.327 167.055 273.928 275.377 273.928 259.09 167.055 167.055 211.461 211.182 207.363 189.981
TT179_Conc2 193.034 486.721 188.6 188.6 168.605 315.629 316.471 316.471 316.471 316.471 316.471 316.471 316.471 298.535 298.535 298.535 298.535 298.535 298.535 298.535 298.535 333.344 333.344 333.344 333.344 333.344 333.344 333.344 316.471 316.471 316.471 316.471 316.471 316.471 316.471 298.535 298.535 298.535 298.535 298.535 298.535 298.535 298.535 333.344 333.344 333.344 333.344 333.344 333.344 333.344 333.344 316.471 316.471 316.471 316.471 333.344 333.344 333.344 298.535 298.535 316.471 316.471 316.471 333.344 11.586 42.229 43.309 46.77 47.788 28.192 46.299 46.299 45.77 25.032 28.055 27.726 28.44 28.192 160.883 8.522 28.055 38.988 38.988 45.822 47.209 149.475 49.462 155.166 155.166 155.166 129.954 129.954 129.954 129.954 129.954 129.954 129.954 129.954 129.954 129.954 129.954 129.954 129.954 129.954 144.138 144.138 144.138 144.138 144.138 106.011 106.011 106.011 106.011 154.629 137.545 137.545 137.545 137.545 0 0 28.379 143.752 28.379 28.379 454.017 463.073 771.016 185.265 398.306 290.933 290.933 290.933 290.933 397.992 398.153 397.992 398.153 290.933 398.153 398.153 398.153 272.68 398.153 272.68 397.992 290.933 397.992 398.153 290.933 396.867 396.867 373.216 373.216 373.216 373.216 373.216 302.237 396.867 396.867 299.187 299.187 396.867 396.867 396.867 396.867 396.867 397.217 290.933 322.627 340.202 185.858 187.758 300.261 350.072 350.072 185.858 185.858 338.454 322.627 338.454 189.772 189.772 331.518 177.973 177.973 299.701 406.574 408.022 406.574 391.736 299.701 299.701 344.106 343.828 340.008 322.627
