Origin QC8_210915 TT054_Conc2 TT056_Conc2 TT057_Conc2 TT059_Conc2 TT060_Conc2 TT062_Conc2 TT063_Conc2 TT064_Conc2 TT065_190326 TT066_Conc2 TT067_Conc2 TT068_Conc2 TT069_Conc2 TT070_Conc2 TT071_Conc2 TT072_Conc2 TT073_Conc2 TT074_190326 TT075_Conc2 TT076_190326 TT077_190326 TT078_Conc2 TT079_Conc2 TT080_Conc2 TT082_Conc2 TT083_Conc2 TT084_Conc2 TT085_Conc2 TT086_Conc2 TT087_Conc2 TT089_Conc2 TT090_Conc2 TT091_Conc2 TT092_Conc2 TT093_Conc2 TT094_Conc2 TT095_Conc2 TT096_Conc2 TT097_Conc2 TT098_Conc2 TT099_Conc2 TT100_Conc2 TT101_Conc2 TT102_Conc2 TT103_Conc2 TT104_Conc2 TT105_Conc2 TT106_Conc2 TT107_Conc2 TT108_Conc2 TT109_Conc2 TT110_Conc2 TT111_Conc3b TT112_Conc2 TT113_Conc2 TT114_Conc2 TT115_Conc2 TT116_Conc2 TT117_Conc2 TT118_Conc2 TT119_Conc2 TT121_Conc2 TT122_Conc2 TT123_Conc2 TT124_Conc3 TT125_Conc2 TT126_Conc3b TT127_Conc2 TT128_Conc2 TT129_Conc2 TT130_Conc2 TT131_Conc2 TT132_Conc2 TT133_Conc3b TT134_Conc2 TT135_Conc2 TT136_Conc2 TT137_Conc2 TT138_Conc2 TT139_Conc2 TT140_Conc2 TT141_Conc2 TT142_Conc2 TT144_Conc2 TT145_Conc2 TT146_190326 TT147_Conc2 TT148_Conc2 TT149_190326 TT150_Conc2 TT151_Conc2 TT152_Conc2 TT153_Conc2 TT154_Conc2 TT155_Conc2 TT156_Conc2 TT157_Conc3 TT158_Conc2 TT159_Conc2 TT160_190326 TT161_Conc3 TT162_Conc3 TT163_Conc3 TT164_Conc2 TT165_Conc2 TT168_Conc2 TT169_Conc2 TT170_Conc2 TT171_190326 TT172_190326 TT173_Conc3 TT174_190326 TT175_Conc3b TT176_Conc2 TT177_Conc2 TT178_Conc2 TT179_Conc2 TT180_Conc2 TT181_Conc2 TT182_Conc2 TT183_Conc2 TT184_Conc2 TT186_Conc2 TT189_190326 TT190_Conc2 Tta119_210915 Tta167_210915 Tta260_210915 Tta276_210915 Tta285_210915 Tta307_210915 Tta311_210915 Tta344_210915 Tta346_210915 Tta348_210915 Tta365_210915 Tta384_210915 Tta397_210915 Tta403_210915 Tta419_210915 Tta428_210915 TTa434_210915 Tta442_210915 Tta449_210915 Tta450_210915 Tta452_210915 Tta48_210915 TTa482_210916 TTa502_210916 Tta504_210915 TTa505_210916 Tta509_210915 Tta513_210915 Tta514_210915 TTa517_210916 TTa525_210916 TTa535_210916 TTa542_210916 TTa545_210916 TTa559_210916 TTa572_210916 TTa574_210916 TTa580_210916 TTa589_210916 TTa613_210916 Tta96_210915 TTb100_210916 TTb101_210915 TTb118_210915 TTb120_210915 TTb1_210916 TTb124_210916 TTb125_210915 TTb126_210915 TTb127_210915 TTb130_210915 TTb132_210916 TTb133_210916 TTb146_210915 TTb150_210916 TTb16_210915 TTb189_210915 TTb190_210916 TTb2_210916 TTb222_210915 TTb224_210915 TTb227_210915 TTb257_210915 TTb4_210915 TTb7_210915 TTb90_210916 TTb92_210915 TTb93_210915 TTb98_210916
TT147_Conc2 57.521 351.208 53.087 53.087 33.092 180.116 180.958 180.958 180.958 180.958 180.958 180.958 180.958 163.022 163.022 163.022 163.022 163.022 163.022 163.022 163.022 197.831 197.831 197.831 197.831 197.831 197.831 197.831 180.958 180.958 180.958 180.958 180.958 180.958 180.958 163.022 163.022 163.022 163.022 163.022 163.022 163.022 163.022 197.831 197.831 197.831 197.831 197.831 197.831 197.831 197.831 180.958 180.958 180.958 180.958 197.831 197.831 197.831 163.022 163.022 180.958 180.958 180.958 197.831 143.635 112.989 112.124 108.759 108 127.802 109.178 109.178 109.868 130.243 127.665 127.495 128.05 127.802 7.955 146.858 127.665 116.178 116.178 110.028 108.478 13.859 106.715 0 0 0 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 11.082 11.082 11.082 11.082 11.082 62.57 62.57 62.57 62.57 0.803 20.589 20.589 20.589 20.589 155.166 155.166 127.88 16.703 127.88 127.88 318.504 327.56 635.503 49.752 262.793 155.42 155.42 155.42 155.42 262.479 262.64 262.479 262.64 155.42 262.64 262.64 262.64 137.167 262.64 137.167 262.479 155.42 262.479 262.64 155.42 261.354 261.354 237.703 237.703 237.703 237.703 237.703 166.724 261.354 261.354 163.674 163.674 261.354 261.354 261.354 261.354 261.354 261.704 155.42 187.114 204.689 50.345 52.245 164.748 214.559 214.559 50.345 50.345 202.941 187.114 202.941 54.259 54.259 196.005 42.46 42.46 164.188 271.061 272.509 271.061 256.223 164.188 164.188 208.593 208.315 204.495 187.114
TT148_Conc2 57.521 351.208 53.087 53.087 33.092 180.116 180.958 180.958 180.958 180.958 180.958 180.958 180.958 163.022 163.022 163.022 163.022 163.022 163.022 163.022 163.022 197.831 197.831 197.831 197.831 197.831 197.831 197.831 180.958 180.958 180.958 180.958 180.958 180.958 180.958 163.022 163.022 163.022 163.022 163.022 163.022 163.022 163.022 197.831 197.831 197.831 197.831 197.831 197.831 197.831 197.831 180.958 180.958 180.958 180.958 197.831 197.831 197.831 163.022 163.022 180.958 180.958 180.958 197.831 143.635 112.989 112.124 108.759 108 127.802 109.178 109.178 109.868 130.243 127.665 127.495 128.05 127.802 7.955 146.858 127.665 116.178 116.178 110.028 108.478 13.859 106.715 0 0 0 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 32.683 11.082 11.082 11.082 11.082 11.082 62.57 62.57 62.57 62.57 0.803 20.589 20.589 20.589 20.589 155.166 155.166 127.88 16.703 127.88 127.88 318.504 327.56 635.503 49.752 262.793 155.42 155.42 155.42 155.42 262.479 262.64 262.479 262.64 155.42 262.64 262.64 262.64 137.167 262.64 137.167 262.479 155.42 262.479 262.64 155.42 261.354 261.354 237.703 237.703 237.703 237.703 237.703 166.724 261.354 261.354 163.674 163.674 261.354 261.354 261.354 261.354 261.354 261.704 155.42 187.114 204.689 50.345 52.245 164.748 214.559 214.559 50.345 50.345 202.941 187.114 202.941 54.259 54.259 196.005 42.46 42.46 164.188 271.061 272.509 271.061 256.223 164.188 164.188 208.593 208.315 204.495 187.114
TT149_190326 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT150_Conc2 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT151_Conc2 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT152_Conc2 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT153_Conc2 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT154_Conc2 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT155_Conc2 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT156_Conc2 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT157_Conc3 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT158_Conc2 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT159_Conc2 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT160_190326 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT161_Conc3 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
TT162_Conc3 72.482 366.169 68.049 68.049 48.054 195.077 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 195.919 195.919 195.919 177.983 177.983 177.983 177.983 177.983 177.983 177.983 177.983 212.792 212.792 212.792 212.792 212.792 212.792 212.792 212.792 195.919 195.919 195.919 195.919 212.792 212.792 212.792 177.983 177.983 195.919 195.919 195.919 212.792 118.423 87.777 86.911 83.547 82.787 102.589 83.965 83.965 84.655 105.03 102.452 102.282 102.838 102.589 38.347 121.645 102.452 90.966 90.966 84.816 83.265 28.821 81.503 32.683 32.683 32.683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.602 21.602 21.602 21.602 21.602 37.304 37.304 37.304 37.304 32.146 18.761 18.761 18.761 18.761 129.954 129.954 102.668 28.379 102.668 102.668 333.466 342.522 650.465 64.714 277.754 170.382 170.382 170.382 170.382 277.441 277.601 277.441 277.601 170.382 277.601 277.601 277.601 152.129 277.601 152.129 277.441 170.382 277.441 277.601 170.382 276.316 276.316 252.664 252.664 252.664 252.664 252.664 181.685 276.316 276.316 178.636 178.636 276.316 276.316 276.316 276.316 276.316 276.666 170.382 202.076 219.651 65.307 67.207 179.71 229.521 229.521 65.307 65.307 217.902 202.076 217.902 69.221 69.221 210.966 57.421 57.421 179.149 286.023 287.471 286.023 271.184 179.149 179.149 223.555 223.277 219.457 202.076
